"FrogId a pedido
[Pedido]",FACTURA,"Cliente
[Cliente]","Fecha de liquidación
[Liquidación]","Descripción
Fabricante",PREVENTA,REPARTO,"Denominación comercial
[Cliente]","Producto
[Pedido det.]","Descripción
Canal","Descripción
Marca","Descripción
Catalogo presentaciones",CAJAS,"Unidad
[Pedido det.]","Multiplica
[Múltiplo producto]", IMPORTE BRUTO S/IMP , TOTAL S/IMP ,"Factor conversión 1
[Producto]","Factor conversión 3
[Producto]",HLT,"Descripción
[Producto]",PLAZA,CANAL,CLASIF,CF,SABOR,Compañía,AÑO
COS FRPED_CLIENTE/COSP-108972,,1371,17/07/2026,LABORATORIOS PISA S.A. DE C.V,1051,1002,ABARROTES ADELA,6511,PUNTO DE VENTA,ELECTROLIT,625 ML,1,UCJ,1,294,241,0.075,0.625,0.075,SURTIDO ELECTROLIT 625 ML,COSAMALOAPAN,DETALLE,CF,1,SURTIDO,ELECTROLIT,2026
COS FRPED_CLIENTE/COSP-108978,,1171,17/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,MICHELADAS EL PORTON,35,CENTRO DE CONSUMO,PEÑAFIEL ADAS,2 LITROS,1,CJ08,8,205.1728,205.1728,0.16,2,0.16,A. NARANJADA 2 L PET,COSAMALOAPAN,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108979,,1171,17/07/2026,BONAFONT S.A. DE C.V.,1053,1001,MICHELADAS EL PORTON,4344,CENTRO DE CONSUMO,BONAFONT BOTELLA,1.5 LITROS,1,UCJ,1,163,129,0.18,1.5,0.18,BONAFONT AGUA 1.5 L,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-108986,,1041,17/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ESTANQUILLO MANUEL,228,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,355 ML,2,UCJ,1,110.3448,110.3448,0.0213,0.355,0.0426,AGUA MINERAL 355 ML PET,COSAMALOAPAN,DETALLE,CF,2,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108987,,1180,17/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ESTANQUILLO MORELOS,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,2,UCJ,1,368.9656,368.9656,0.072,0.6,0.144,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,2,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108987,,1180,17/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ESTANQUILLO MORELOS,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,6,UPZ,1,83.6208,83.6208,0.072,0.6,0.036,AGUA MINERAL 600 ML PET,COSAMALOAPAN,DETALLE,CF,0.5,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108976,,1296,17/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,NEVERIA LOS ABUELOS,81,CENTRO DE CONSUMO,PEÑAFIEL ADAS,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,PET NARANJADA 600 ML,COSAMALOAPAN,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108983,,90064130,17/07/2026,LABORATORIOS PISA S.A. DE C.V,1053,1001,ABARROTES ROSSY,6511,PUNTO DE VENTA,ELECTROLIT,625 ML,1,UCJ,1,294,241,0.075,0.625,0.075,SURTIDO ELECTROLIT 625 ML,COSAMALOAPAN,DETALLE,CF,1,SURTIDO,ELECTROLIT,2026
COS FRPED_CLIENTE/COSP-108984,,1040,17/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,SIX A LADO DE TRANSITO,228,TIENDAS DE CONVENIENCIA,PEÑAFIEL AGUA MINERAL,355 ML,1,UCJ,1,55.1724,55.1724,0.0213,0.355,0.0213,AGUA MINERAL 355 ML PET,COSAMALOAPAN,TDC,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-108984,,1040,17/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,SIX A LADO DE TRANSITO,99,TIENDAS DE CONVENIENCIA,SQUIRT,2.5 LITROS ,1,UCJ,1,246.5517,246.5517,0.2,2.5,0.2,SQUIRT 2.5 L PET,COSAMALOAPAN,TDC,CF,1,TORONJA,PEÑAFIEL,2026
