"FrogId a pedido
[Pedido]",FACTURA,"Cliente
[Cliente]","Fecha de liquidación
[Liquidación]","Descripción
Fabricante",PREVENTA,REPARTO,"Denominación comercial
[Cliente]","Producto
[Pedido det.]","Descripción
Canal","Descripción
Marca","Descripción
Catalogo presentaciones",CAJAS,"Unidad
[Pedido det.]","Multiplica
[Múltiplo producto]", IMPORTE BRUTO S/IMP , TOTAL S/IMP ,"Factor conversión 1
[Producto]","Factor conversión 3
[Producto]",HLT,"Descripción
[Producto]",PLAZA,CANAL,CLASIF,CF,SABOR,Compañía,AÑO
COS FRPED_CLIENTE/COSP-109334,,90062468,20/07/2026,BONAFONT S.A. DE C.V.,1051,1002,ABARROTES MARCELO ARRIOJA,5475,PUNTO DE VENTA,BONAFONT BOTELLA,10 LITROS,1,UPZ,1,37,37,0.1,10,0.1,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,#N/D,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-109347,,90062469,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,PANADERIA LOS COCOS,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109347,,90062469,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,PANADERIA LOS COCOS,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,6,UPZ,1,83.6208,83.6208,0.072,0.6,0.036,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,0.5,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109348,,90062966,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI HIDALGO,531,TIENDAS DE CONVENIENCIA,PEÑAFIEL TWIST,1 LITRO,1,UCJ,1,219.8278,197.8478,0.12,1,0.12,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,TDC,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109348,,90062966,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI HIDALGO,63,TIENDAS DE CONVENIENCIA,PEÑAFIEL TWIST,600 ML,2,UCJ,1,368.9656,332.0656,0.072,0.6,0.144,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,TDC,CF,2,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109349,,90062966,20/07/2026,ENVASADORA LA SUPREMA S.A. DE C.V.,1052,1001,TIENDAS PINGUI HIDALGO,95009,TIENDAS DE CONVENIENCIA,LEVITE,1 LITRO,1,CJ06,6,93,93,0.06,1,0.06,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,TDC,CF,1,FRESA,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-109350,,1012,20/07/2026,BONAFONT S.A. DE C.V.,1052,1001,ABARROTES ALISON ,43441,PUNTO DE VENTA,BONAFONT BOTELLA,1 LITRO,1,UCJ,1,126,96,0.12,1,0.12,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-109357,,90062645,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,LA POSITA,21700,PUNTO DE VENTA,RC COLA,237 ML,1,CJ12,12,61.6392,61.6392,0.0284,0.237,0.02844,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1.001408451,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109357,,90062645,20/07/2026,LABORATORIOS PISA S.A. DE C.V,1052,1001,LA POSITA,6500,PUNTO DE VENTA,ELECTROLIT,625 ML,1,CJ12,12,293.0004,239.9604,0.075,0.625,0.075,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,FRESA,ELECTROLIT,2026
COS FRPED_CLIENTE/COSP-109362,,90063296,20/07/2026,BONAFONT S.A. DE C.V.,1052,1001,ABARROTES CAMARONCITO,4344,PUNTO DE VENTA,BONAFONT BOTELLA,1.5 LITROS,1,UCJ,1,163,129,0.18,1.5,0.18,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-109368,,1419,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,ABARROTES VICKY,81,PUNTO DE VENTA,PEÑAFIEL ADAS,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109369,,90063108,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI RUIZ CORTINES,43,TIENDAS DE CONVENIENCIA,PEÑAFIEL SABORES,2 LITROS,1,CJ08,8,205.1728,184.6528,0.16,2,0.16,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,TDC,CF,1,MANZANA CLARA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109369,,90063108,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI RUIZ CORTINES,80,TIENDAS DE CONVENIENCIA,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12,167.2416,150.5216,0.072,0.6,0.072,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,TDC,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109370,,90062966,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,TIENDAS PINGUI HIDALGO,99,TIENDAS DE CONVENIENCIA,SQUIRT,2.5 LITROS ,1,UCJ,1,246.5517,221.8917,0.2,2.5,0.2,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,TDC,CF,1,TORONJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109381,,1242,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES DARY,228,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,355 ML,1,UCJ,1,55.1724,55.1724,0.0213,0.355,0.0213,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109385,,1198,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ABARROTES VIRIDIAN,81,PUNTO DE VENTA,PEÑAFIEL ADAS,600 ML,1,UCJ,1,184.4828,184.4828,0.072,0.6,0.072,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109391,,1440,20/07/2026,COMERCIALIADORA ELORO S.A.,1053,1001,ABARROTES ALMENDRA,103,PUNTO DE VENTA,BIDA,500 ML,1,CJ12,12,154.0008,154.0008,0.06,0.5,0.06,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,MANGO,JUMEX,2026
COS FRPED_CLIENTE/COSP-109393,,1039,20/07/2026,COMERCIALIADORA ELORO S.A.,1053,1001,ANTOJITOS DOÑA MARI,114,PUNTO DE VENTA,BIDA,500 ML,1,CJ12,12,154.0008,154.0008,0.06,0.5,0.06,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,UVA,JUMEX,2026
COS FRPED_CLIENTE/COSP-109395,,90067445,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,ABARROTES LUPITA ,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12,167.2416,167.2416,0.072,0.6,0.072,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109402,,1134,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1053,1001,DULCERIA ISOLDA,81,PUNTO DE VENTA,PEÑAFIEL ADAS,600 ML,1,UCJ,1,184.4828,166.0328,0.072,0.6,0.072,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,MAYORISTA,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109403,,1244,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES CAROLINA,174,PUNTO DE VENTA,AGUA FIEL,1 LITRO,1,UCJ,1,99,99,0.12,1,0.12,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109404,,90064371,20/07/2026,BONAFONT S.A. DE C.V.,1052,1001,ABARROTES CHEPITA,43441,PUNTO DE VENTA,BONAFONT BOTELLA,1 LITRO,1,UCJ,1,126,96,0.12,1,0.12,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-109439,,1261,20/07/2026,LABORATORIOS PISA S.A. DE C.V,1054,1002,POLLOS ASADOS YESSI,6502,CENTRO DE CONSUMO,ELECTROLIT,625 ML,1,CJ12,12,293.0004,239.9604,0.075,0.625,0.075,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,COCO,ELECTROLIT,2026
COS FRPED_CLIENTE/COSP-109441,,90066910,20/07/2026,COMERCIALIADORA ELORO S.A.,1054,1002,PANADERIA CARMELITA,8123,PUNTO DE VENTA,BIDA,500 ML,1,CJ12,12,154.0008,154.0008,0.06,0.5,0.06,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,#N/D,JUMEX,2026
COS FRPED_CLIENTE/COSP-109335,,1327,20/07/2026,BONAFONT S.A. DE C.V.,1051,1002,TIENDA YESI,43441,PUNTO DE VENTA,BONAFONT BOTELLA,1 LITRO,1,UCJ,1,126,96,0.12,1,0.12,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-109344,,90062690,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,HV ROSA,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,2,UCJ,1,368.9656,368.9656,0.072,0.6,0.144,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,2,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109344,,90062690,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,HV ROSA,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,6,UPZ,1,83.6208,83.6208,0.072,0.6,0.036,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,0.5,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109352,,1076,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,AUTOSERVICIO LA COLINA,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12,167.2416,167.2416,0.072,0.6,0.072,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109371,,90066703,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1052,1001,ABARROTES SAN JUDAS,21700,PUNTO DE VENTA,RC COLA,237 ML,1,CJ12,12,61.6392,61.6392,0.0284,0.237,0.02844,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1.001408451,COLA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109372,,90066703,20/07/2026,COMERCIALIADORA ELORO S.A.,1052,1001,ABARROTES SAN JUDAS,114,PUNTO DE VENTA,BIDA,500 ML,1,CJ12,12,154.0008,154.0008,0.06,0.5,0.06,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,UVA,JUMEX,2026
COS FRPED_CLIENTE/COSP-109377,,1162,20/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,MINI SUPER GLADIS,119,PUNTO DE VENTA,AGUA FIEL,500 ML,1,UCJ,1,124,124,0.12,0.5,0.12,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-109379,,90062470,20/07/2026,BONAFONT S.A. DE C.V.,1051,1002,DICONSA LOS COCOS,43441,PUNTO DE VENTA,BONAFONT BOTELLA,1 LITRO,1,UCJ,1,126,96,0.12,1,0.12,BONAFONT AGUAS FRESCAS JAMAICA 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,BONAFONT BOTELLA,2026
