"FrogId a pedido
[Pedido]",FACTURA,"Cliente
[Cliente]","Fecha de liquidación
[Liquidación]","Descripción
Fabricante",PREVENTA,REPARTO,"Denominación comercial
[Cliente]","Producto
[Pedido det.]","Descripción
Canal","Descripción
Marca","Descripción
Catalogo presentaciones",CAJAS,"Unidad
[Pedido det.]","Multiplica
[Múltiplo producto]", IMPORTE BRUTO S/IMP , TOTAL S/IMP ,"Factor conversión 1
[Producto]","Factor conversión 3
[Producto]",HLT,"Descripción
[Producto]",PLAZA,CANAL,CLASIF,CF,SABOR,Compañía,AÑO
COS FRPED_CLIENTE/COSP-107071,,1281,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES IKER,1485,PUNTO DE VENTA,PEÑAFIEL ADAS,400 ML,2,CJ12,12, $246.62 , $246.62 ,0.048,0.4,0.096,PEÑAFIEL PIÑADA 400 ML,COSAMALOAPAN,DETALLE,CF,2,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107074,,1268,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES JOSE,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107075,,1175,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES HERNANDEZ,1485,PUNTO DE VENTA,PEÑAFIEL ADAS,400 ML,2,CJ12,12, $246.62 , $246.62 ,0.048,0.4,0.096,PEÑAFIEL PIÑADA 400 ML,COSAMALOAPAN,DETALLE,CF,2,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107077,,1325,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES VERLIN,121,PUNTO DE VENTA,SQUIRT,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,SQUIRT PEPINO LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,PEPINO LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107079,,1291,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,TORTILLERIA EL TRIUNFO,31,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,1,UCJ,1, $205.17 , $205.17 ,0.16,2,0.16,A. PIÑADA 2 L PET,COSAMALOAPAN,DETALLE,CF,1,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107079,,1291,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,TORTILLERIA EL TRIUNFO,38,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,2 LITROS MIN,1,CJ08,8, $181.90 , $181.90 ,0.16,2,0.16,AGUA MINERAL 2 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107081,,1366,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES DON PASTOR,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107082,,1368,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES CRISTY,121,PUNTO DE VENTA,SQUIRT,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,SQUIRT PEPINO LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,PEPINO LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107083,,1152,03/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,LA BODEGUITA,31,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,2,UCJ,1, $410.34 , $369.31 ,0.16,2,0.32,A. PIÑADA 2 L PET,COSAMALOAPAN,MAYORISTA,CF,2,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107083,,1152,03/07/2026,LABORATORIOS PISA S.A. DE C.V,1051,1002,LA BODEGUITA,6511,PUNTO DE VENTA,ELECTROLIT,625 ML,1,UCJ,1, $294.00 , $242.00 ,0.075,0.625,0.075,SURTIDO ELECTROLIT 625 ML,COSAMALOAPAN,MAYORISTA,CF,1,SURTIDO,ELECTROLIT,2026
