"FrogId a pedido
[Pedido]",FACTURA,"Cliente
[Cliente]","Fecha de liquidación
[Liquidación]","Descripción
Fabricante",PREVENTA,REPARTO,"Denominación comercial
[Cliente]","Producto
[Pedido det.]","Descripción
Canal","Descripción
Marca","Descripción
Catalogo presentaciones",CAJAS,"Unidad
[Pedido det.]","Multiplica
[Múltiplo producto]", IMPORTE BRUTO S/IMP , TOTAL S/IMP ,"Factor conversión 1
[Producto]","Factor conversión 3
[Producto]",HLT,"Descripción
[Producto]",PLAZA,CANAL,CLASIF,CF,SABOR,Compañía,AÑO
COS FRPED_CLIENTE/COSP-107699,,1402,08/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,MISCELANEA ZAMUDIO,63,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,TWIST LIMON 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,LIMON,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107701,,90062538,08/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES ISABEL,174,PUNTO DE VENTA,AGUA FIEL,1 LITRO,1,UCJ,1, $99.00 , $99.00 ,0.12,1,0.12,AGUA FIEL 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107702,,90063121,08/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES SAN JOSE,115,PUNTO DE VENTA,SQUIRT,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,SQUIRT 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,TORONJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107708,,90062537,08/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES LA PASADITA,77,PUNTO DE VENTA,PEÑAFIEL ADAS,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,PET PIÑADA 600 ML,COSAMALOAPAN,DETALLE,CF,1,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107711,,1443,08/07/2026,COMERCIALIADORA ELORO S.A.,1051,1002,HV JUANA A,1042,PUNTO DE VENTA,BIDA,237 ML,1,CJ24,24, $184.50 , $184.50 ,0.0569,0.237,0.05688,BIDA MANGO 237 ML,COSAMALOAPAN,DETALLE,CF,0.999648506,MANGO,JUMEX,2026
COS FRPED_CLIENTE/COSP-107713,,1268,08/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES JOSE,174,PUNTO DE VENTA,AGUA FIEL,1 LITRO,1,UCJ,1, $99.00 , $99.00 ,0.12,1,0.12,AGUA FIEL 1 L PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107718,,1152,08/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,LA BODEGUITA,31,PUNTO DE VENTA,PEÑAFIEL ADAS,2 LITROS,2,UCJ,1, $410.34 , $369.31 ,0.16,2,0.32,A. PIÑADA 2 L PET,COSAMALOAPAN,MAYORISTA,CF,2,PIÑA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107719,,1161,08/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,ABARROTES ANITA,64,PUNTO DE VENTA,PEÑAFIEL TWIST,600 ML,1,UCJ,1, $184.48 , $184.48 ,0.072,0.6,0.072,TWIST NARANJA 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,NARANJA,PEÑAFIEL,2026
COS FRPED_CLIENTE/COSP-107720,,1161,08/07/2026,BONAFONT S.A. DE C.V.,1051,1002,ABARROTES ANITA,4714,PUNTO DE VENTA,BONAFONT BOTELLA,600 ML,2,UCJ,1, $202.00 , $182.00 ,0.072,0.6,0.144,BONAFONT AGUA 600 ML,COSAMALOAPAN,DETALLE,CF,2,NATURAL,BONAFONT BOTELLA,2026
COS FRPED_CLIENTE/COSP-107723,,1273,08/07/2026,PEÑAFIEL BEBIDAS S.A. DE C.V.,1051,1002,PAPELERIA LOS ARCOS,80,PUNTO DE VENTA,PEÑAFIEL AGUA MINERAL,600 ML,1,CJ12,12, $167.24 , $167.24 ,0.072,0.6,0.072,AGUA MINERAL 600 ML PET,COSAMALOAPAN,DETALLE,CF,1,NATURAL,PEÑAFIEL,2026
